Start Date,End Date,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Influenza Deaths,latitude,longitude
01/01/2020,04/02/2022,Georgia,Male,Under 1 year,0.0,866.0,0.0,0.0,32.157435,-82.907123
01/01/2020,04/02/2022,Georgia,Male,0-17 years,27.0,1675.0,27.0,0.0,32.157435,-82.907123
01/01/2020,04/02/2022,Georgia,Male,18-29 years,140.0,3684.0,111.0,0.0,32.157435,-82.907123
01/01/2020,04/02/2022,Georgia,Male,30-39 years,401.0,4653.0,273.0,0.0,32.157435,-82.907123
01/01/2020,04/02/2022,Georgia,Male,40-49 years,985.0,7233.0,708.0,0.0,32.157435,-82.907123
01/01/2020,04/02/2022,Georgia,Male,50-64 years,4119.0,27928.0,3269.0,28.0,32.157435,-82.907123
01/01/2020,04/02/2022,Georgia,Male,65-74 years,4648.0,29890.0,3925.0,36.0,32.157435,-82.907123
01/01/2020,04/02/2022,Georgia,Male,75-84 years,4479.0,29393.0,3945.0,32.0,32.157435,-82.907123
01/01/2020,04/02/2022,Georgia,Male,85 years and over,2480.0,20100.0,2219.0,15.0,32.157435,-82.907123
01/01/2020,04/02/2022,Georgia,Female,All Ages,14687.0,114585.0,12022.0,145.0,32.157435,-82.907123
01/01/2020,04/02/2022,Georgia,Female,Under 1 year,0.0,703.0,0.0,0.0,32.157435,-82.907123
01/01/2020,04/02/2022,Georgia,Female,0-17 years,13.0,1191.0,21.0,0.0,32.157435,-82.907123
01/01/2020,04/02/2022,Georgia,Female,18-29 years,120.0,1404.0,84.0,0.0,32.157435,-82.907123
01/01/2020,04/02/2022,Georgia,Female,30-39 years,355.0,2600.0,244.0,0.0,32.157435,-82.907123
01/01/2020,04/02/2022,Georgia,Female,40-49 years,696.0,4672.0,533.0,0.0,32.157435,-82.907123
01/01/2020,04/02/2022,Georgia,Female,50-64 years,2987.0,18719.0,2443.0,38.0,32.157435,-82.907123
01/01/2020,04/02/2022,Georgia,Female,65-74 years,3409.0,23262.0,2872.0,34.0,32.157435,-82.907123
01/01/2020,04/02/2022,Georgia,Female,75-84 years,3763.0,28722.0,3190.0,34.0,32.157435,-82.907123
01/01/2020,04/02/2022,Georgia,Female,85 years and over,3344.0,34015.0,2635.0,21.0,32.157435,-82.907123
01/01/2020,04/02/2022,Hawaii,Male,All Ages,813.0,15061.0,1275.0,17.0,19.898682,-155.665857
01/01/2020,04/02/2022,Hawaii,Male,Under 1 year,0.0,98.0,0.0,0.0,19.898682,-155.665857
01/01/2020,04/02/2022,Hawaii,Male,0-17 years,0.0,152.0,0.0,0.0,19.898682,-155.665857
01/01/2020,04/02/2022,Hawaii,Male,18-29 years,13.0,260.0,0.0,0.0,19.898682,-155.665857
01/01/2020,04/02/2022,Hawaii,Male,30-39 years,29.0,438.0,27.0,0.0,19.898682,-155.665857
01/01/2020,04/02/2022,Hawaii,Male,40-49 years,52.0,698.0,53.0,0.0,19.898682,-155.665857
01/01/2020,04/02/2022,Hawaii,Male,50-64 years,200.0,2784.0,210.0,0.0,19.898682,-155.665857
01/01/2020,04/02/2022,Hawaii,Male,65-74 years,208.0,3433.0,291.0,0.0,19.898682,-155.665857
01/01/2020,04/02/2022,Hawaii,Male,75-84 years,163.0,3405.0,303.0,0.0,19.898682,-155.665857
01/01/2020,04/02/2022,Hawaii,Male,85 years and over,146.0,3891.0,375.0,0.0,19.898682,-155.665857
01/01/2020,04/02/2022,Hawaii,Female,All Ages,535.0,12772.0,908.0,10.0,19.898682,-155.665857
01/01/2020,04/02/2022,Hawaii,Female,Under 1 year,0.0,69.0,0.0,0.0,19.898682,-155.665857
01/01/2020,04/02/2022,Hawaii,Female,0-17 years,0.0,98.0,0.0,0.0,19.898682,-155.665857
01/01/2020,04/02/2022,Hawaii,Female,18-29 years,0.0,103.0,0.0,0.0,19.898682,-155.665857
01/01/2020,04/02/2022,Hawaii,Female,30-39 years,15.0,168.0,11.0,0.0,19.898682,-155.665857
01/01/2020,04/02/2022,Hawaii,Female,40-49 years,32.0,338.0,24.0,0.0,19.898682,-155.665857
01/01/2020,04/02/2022,Hawaii,Female,50-64 years,116.0,1520.0,145.0,0.0,19.898682,-155.665857
01/01/2020,04/02/2022,Hawaii,Female,65-74 years,124.0,2058.0,165.0,0.0,19.898682,-155.665857
01/01/2020,04/02/2022,Hawaii,Female,75-84 years,88.0,2589.0,176.0,0.0,19.898682,-155.665857
01/01/2020,04/02/2022,Hawaii,Female,85 years and over,154.0,5898.0,376.0,0.0,19.898682,-155.665857
01/01/2020,04/02/2022,Idaho,Male,All Ages,2892.0,20815.0,2203.0,25.0,44.068202,-114.742041
01/01/2020,04/02/2022,Idaho,Male,Under 1 year,0.0,106.0,0.0,0.0,44.068202,-114.742041
01/01/2020,04/02/2022,Idaho,Male,0-17 years,0.0,245.0,0.0,0.0,44.068202,-114.742041
01/01/2020,04/02/2022,Idaho,Male,18-29 years,14.0,499.0,0.0,0.0,44.068202,-114.742041
01/01/2020,04/02/2022,Idaho,Male,30-39 years,35.0,617.0,22.0,0.0,44.068202,-114.742041
01/01/2020,04/02/2022,Idaho,Male,40-49 years,111.0,872.0,72.0,0.0,44.068202,-114.742041
01/01/2020,04/02/2022,Idaho,Male,50-64 years,540.0,3517.0,399.0,0.0,44.068202,-114.742041
01/01/2020,04/02/2022,Idaho,Male,65-74 years,688.0,4678.0,542.0,0.0,44.068202,-114.742041
01/01/2020,04/02/2022,Idaho,Male,75-84 years,855.0,5621.0,697.0,0.0,44.068202,-114.742041
01/01/2020,04/02/2022,Idaho,Male,85 years and over,647.0,4766.0,456.0,0.0,44.068202,-114.742041
01/01/2020,04/02/2022,Idaho,Female,All Ages,2043.0,18017.0,1637.0,17.0,44.068202,-114.742041
01/01/2020,04/02/2022,Idaho,Female,Under 1 year,0.0,89.0,0.0,0.0,44.068202,-114.742041
01/01/2020,04/02/2022,Idaho,Female,0-17 years,0.0,164.0,0.0,0.0,44.068202,-114.742041
01/01/2020,04/02/2022,Idaho,Female,18-29 years,0.0,168.0,0.0,0.0,44.068202,-114.742041
01/01/2020,04/02/2022,Idaho,Female,30-39 years,24.0,316.0,23.0,0.0,44.068202,-114.742041
01/01/2020,04/02/2022,Idaho,Female,40-49 years,67.0,511.0,43.0,0.0,44.068202,-114.742041
01/01/2020,04/02/2022,Idaho,Female,50-64 years,288.0,2315.0,252.0,0.0,44.068202,-114.742041
01/01/2020,04/02/2022,Idaho,Female,65-74 years,473.0,3361.0,416.0,0.0,44.068202,-114.742041
01/01/2020,04/02/2022,Idaho,Female,75-84 years,526.0,4616.0,435.0,0.0,44.068202,-114.742041
01/01/2020,04/02/2022,Idaho,Female,85 years and over,658.0,6566.0,458.0,0.0,44.068202,-114.742041
01/01/2020,04/02/2022,Illinois,Male,All Ages,18680.0,145643.0,17078.0,112.0,40.633125,-89.398528
01/01/2020,04/02/2022,Illinois,Male,Under 1 year,0.0,847.0,16.0,0.0,40.633125,-89.398528
01/01/2020,04/02/2022,Illinois,Male,0-17 years,18.0,1573.0,27.0,0.0,40.633125,-89.398528
01/01/2020,04/02/2022,Illinois,Male,18-29 years,121.0,3970.0,104.0,0.0,40.633125,-89.398528
01/01/2020,04/02/2022,Illinois,Male,30-39 years,332.0,4855.0,255.0,0.0,40.633125,-89.398528
01/01/2020,04/02/2022,Illinois,Male,40-49 years,852.0,7097.0,595.0,0.0,40.633125,-89.398528
01/01/2020,04/02/2022,Illinois,Male,50-64 years,3626.0,28676.0,3116.0,24.0,40.633125,-89.398528
01/01/2020,04/02/2022,Illinois,Male,65-74 years,4543.0,32247.0,4236.0,23.0,40.633125,-89.398528
01/01/2020,04/02/2022,Illinois,Male,75-84 years,4897.0,34308.0,4753.0,27.0,40.633125,-89.398528
01/01/2020,04/02/2022,Illinois,Male,85 years and over,4291.0,32917.0,3992.0,27.0,40.633125,-89.398528
01/01/2020,04/02/2022,Illinois,Female,All Ages,15289.0,134897.0,13803.0,146.0,40.633125,-89.398528
01/01/2020,04/02/2022,Illinois,Female,Under 1 year,0.0,656.0,0.0,0.0,40.633125,-89.398528
01/01/2020,04/02/2022,Illinois,Female,0-17 years,11.0,1097.0,24.0,0.0,40.633125,-89.398528
01/01/2020,04/02/2022,Illinois,Female,18-29 years,64.0,1342.0,63.0,0.0,40.633125,-89.398528
01/01/2020,04/02/2022,Illinois,Female,30-39 years,206.0,2129.0,157.0,0.0,40.633125,-89.398528
01/01/2020,04/02/2022,Illinois,Female,40-49 years,412.0,3794.0,360.0,0.0,40.633125,-89.398528
01/01/2020,04/02/2022,Illinois,Female,50-64 years,2022.0,17393.0,1970.0,26.0,40.633125,-89.398528
01/01/2020,04/02/2022,Illinois,Female,65-74 years,2958.0,23591.0,2810.0,18.0,40.633125,-89.398528
01/01/2020,04/02/2022,Illinois,Female,75-84 years,3860.0,32580.0,3704.0,36.0,40.633125,-89.398528
01/01/2020,04/02/2022,Illinois,Female,85 years and over,5756.0,52971.0,4715.0,56.0,40.633125,-89.398528
01/01/2020,04/02/2022,Indiana,Male,All Ages,12446.0,91421.0,11700.0,105.0,40.551217,-85.602364
01/01/2020,04/02/2022,Indiana,Male,Under 1 year,0.0,574.0,0.0,0.0,40.551217,-85.602364
01/01/2020,04/02/2022,Indiana,Male,0-17 years,15.0,1080.0,27.0,0.0,40.551217,-85.602364
01/01/2020,04/02/2022,Indiana,Male,18-29 years,58.0,2555.0,59.0,0.0,40.551217,-85.602364
01/01/2020,04/02/2022,Indiana,Male,30-39 years,170.0,3191.0,159.0,0.0,40.551217,-85.602364
01/01/2020,04/02/2022,Indiana,Male,40-49 years,488.0,4520.0,454.0,0.0,40.551217,-85.602364
01/01/2020,04/02/2022,Indiana,Male,50-64 years,2350.0,18210.0,2227.0,22.0,40.551217,-85.602364
01/01/2020,04/02/2022,Indiana,Male,65-74 years,3081.0,21212.0,3051.0,22.0,40.551217,-85.602364
01/01/2020,04/02/2022,Indiana,Male,75-84 years,3527.0,22283.0,3356.0,29.0,40.551217,-85.602364
01/01/2020,04/02/2022,Indiana,Male,85 years and over,2757.0,18370.0,2367.0,19.0,40.551217,-85.602364
01/01/2020,04/02/2022,Indiana,Female,All Ages,10974.0,84704.0,9470.0,133.0,40.551217,-85.602364
01/01/2020,04/02/2022,Indiana,Female,Under 1 year,0.0,494.0,0.0,0.0,40.551217,-85.602364
01/01/2020,04/02/2022,Indiana,Female,0-17 years,15.0,784.0,18.0,0.0,40.551217,-85.602364
01/01/2020,04/02/2022,Indiana,Female,18-29 years,46.0,992.0,52.0,0.0,40.551217,-85.602364
01/01/2020,04/02/2022,Indiana,Female,30-39 years,120.0,1599.0,104.0,0.0,40.551217,-85.602364
01/01/2020,04/02/2022,Indiana,Female,40-49 years,287.0,2658.0,289.0,0.0,40.551217,-85.602364
01/01/2020,04/02/2022,Indiana,Female,50-64 years,1583.0,11788.0,1638.0,28.0,40.551217,-85.602364
01/01/2020,04/02/2022,Indiana,Female,65-74 years,2211.0,16021.0,2154.0,21.0,40.551217,-85.602364
01/01/2020,04/02/2022,Indiana,Female,75-84 years,2891.0,21137.0,2520.0,31.0,40.551217,-85.602364
01/01/2020,04/02/2022,Indiana,Female,85 years and over,3821.0,29725.0,2695.0,39.0,40.551217,-85.602364
01/01/2020,04/02/2022,Iowa,Male,All Ages,5088.0,39878.0,4003.0,60.0,41.878003,-93.097702
01/01/2020,04/02/2022,Iowa,Male,Under 1 year,0.0,170.0,0.0,0.0,41.878003,-93.097702
01/01/2020,04/02/2022,Iowa,Male,0-17 years,0.0,361.0,0.0,0.0,41.878003,-93.097702
01/01/2020,04/02/2022,Iowa,Male,18-29 years,12.0,698.0,10.0,0.0,41.878003,-93.097702
01/01/2020,04/02/2022,Iowa,Male,30-39 years,64.0,918.0,34.0,0.0,41.878003,-93.097702
01/01/2020,04/02/2022,Iowa,Male,40-49 years,139.0,1510.0,107.0,0.0,41.878003,-93.097702
01/01/2020,04/02/2022,Iowa,Male,50-64 years,855.0,6980.0,651.0,10.0,41.878003,-93.097702
01/01/2020,04/02/2022,Iowa,Male,65-74 years,1086.0,8802.0,913.0,15.0,41.878003,-93.097702
01/01/2020,04/02/2022,Iowa,Male,75-84 years,1449.0,10056.0,1120.0,17.0,41.878003,-93.097702
01/01/2020,04/02/2022,Iowa,Male,85 years and over,1480.0,10553.0,1160.0,14.0,41.878003,-93.097702
01/01/2020,04/02/2022,Iowa,Female,All Ages,4376.0,37810.0,3267.0,87.0,41.878003,-93.097702
01/01/2020,04/02/2022,Iowa,Female,Under 1 year,0.0,130.0,0.0,0.0,41.878003,-93.097702
01/01/2020,04/02/2022,Iowa,Female,0-17 years,0.0,232.0,0.0,0.0,41.878003,-93.097702
01/01/2020,04/02/2022,Iowa,Female,18-29 years,22.0,255.0,13.0,0.0,41.878003,-93.097702
01/01/2020,04/02/2022,Iowa,Female,30-39 years,43.0,463.0,22.0,0.0,41.878003,-93.097702
01/01/2020,04/02/2022,Iowa,Female,40-49 years,104.0,841.0,64.0,0.0,41.878003,-93.097702
01/01/2020,04/02/2022,Iowa,Female,50-64 years,496.0,4243.0,416.0,11.0,41.878003,-93.097702
01/01/2020,04/02/2022,Iowa,Female,65-74 years,749.0,6219.0,631.0,17.0,41.878003,-93.097702
01/01/2020,04/02/2022,Iowa,Female,75-84 years,1068.0,9071.0,830.0,15.0,41.878003,-93.097702
01/01/2020,04/02/2022,Iowa,Female,85 years and over,1890.0,16486.0,1286.0,40.0,41.878003,-93.097702
01/01/2020,04/02/2022,Kansas,Male,All Ages,4885.0,36836.0,3965.0,76.0,39.011902,-98.484246
01/01/2020,04/02/2022,Kansas,Male,Under 1 year,0.0,218.0,0.0,0.0,39.011902,-98.484246
01/01/2020,04/02/2022,Kansas,Male,0-17 years,0.0,426.0,0.0,0.0,39.011902,-98.484246
01/01/2020,04/02/2022,Kansas,Male,18-29 years,34.0,947.0,27.0,0.0,39.011902,-98.484246
01/01/2020,04/02/2022,Kansas,Male,30-39 years,80.0,1112.0,72.0,0.0,39.011902,-98.484246
01/01/2020,04/02/2022,Kansas,Male,40-49 years,216.0,1650.0,139.0,0.0,39.011902,-98.484246
01/01/2020,04/02/2022,Kansas,Male,50-64 years,891.0,6618.0,682.0,12.0,39.011902,-98.484246
01/01/2020,04/02/2022,Kansas,Male,65-74 years,1111.0,8318.0,972.0,16.0,39.011902,-98.484246
01/01/2020,04/02/2022,Kansas,Male,75-84 years,1363.0,8945.0,1112.0,23.0,39.011902,-98.484246
01/01/2020,04/02/2022,Kansas,Male,85 years and over,1186.0,8820.0,952.0,17.0,39.011902,-98.484246
01/01/2020,04/02/2022,Kansas,Female,All Ages,3932.0,33582.0,3168.0,86.0,39.011902,-98.484246
01/01/2020,04/02/2022,Kansas,Female,Under 1 year,0.0,164.0,0.0,0.0,39.011902,-98.484246
01/01/2020,04/02/2022,Kansas,Female,0-17 years,0.0,285.0,0.0,0.0,39.011902,-98.484246
01/01/2020,04/02/2022,Kansas,Female,18-29 years,14.0,325.0,0.0,0.0,39.011902,-98.484246
01/01/2020,04/02/2022,Kansas,Female,30-39 years,46.0,558.0,32.0,0.0,39.011902,-98.484246
01/01/2020,04/02/2022,Kansas,Female,40-49 years,133.0,1013.0,90.0,0.0,39.011902,-98.484246
01/01/2020,04/02/2022,Kansas,Female,50-64 years,575.0,4391.0,500.0,12.0,39.011902,-98.484246
01/01/2020,04/02/2022,Kansas,Female,65-74 years,785.0,5803.0,660.0,15.0,39.011902,-98.484246
01/01/2020,04/02/2022,Kansas,Female,75-84 years,926.0,7964.0,805.0,25.0,39.011902,-98.484246
01/01/2020,04/02/2022,Kansas,Female,85 years and over,1448.0,13243.0,1066.0,26.0,39.011902,-98.484246
01/01/2020,04/02/2022,Kentucky,Male,All Ages,8430.0,67412.0,8977.0,87.0,37.839333,-84.270018
01/01/2020,04/02/2022,Kentucky,Male,Under 1 year,0.0,345.0,0.0,0.0,37.839333,-84.270018
01/01/2020,04/02/2022,Kentucky,Male,0-17 years,0.0,632.0,0.0,0.0,37.839333,-84.270018
01/01/2020,04/02/2022,Kentucky,Male,18-29 years,51.0,1723.0,39.0,0.0,37.839333,-84.270018
01/01/2020,04/02/2022,Kentucky,Male,30-39 years,140.0,2718.0,132.0,0.0,37.839333,-84.270018
01/01/2020,04/02/2022,Kentucky,Male,40-49 years,361.0,3964.0,345.0,0.0,37.839333,-84.270018
01/01/2020,04/02/2022,Kentucky,Male,50-64 years,1814.0,15135.0,1867.0,26.0,37.839333,-84.270018
01/01/2020,04/02/2022,Kentucky,Male,65-74 years,2280.0,16189.0,2477.0,26.0,37.839333,-84.270018
01/01/2020,04/02/2022,Kentucky,Male,75-84 years,2306.0,15990.0,2577.0,16.0,37.839333,-84.270018
01/01/2020,04/02/2022,Kentucky,Male,85 years and over,1472.0,11061.0,1533.0,14.0,37.839333,-84.270018
01/01/2020,04/02/2022,Kentucky,Female,All Ages,7674.0,61193.0,7698.0,92.0,37.839333,-84.270018
01/01/2020,04/02/2022,Kentucky,Female,Under 1 year,0.0,281.0,0.0,0.0,37.839333,-84.270018
01/01/2020,04/02/2022,Kentucky,Female,0-17 years,0.0,485.0,12.0,0.0,37.839333,-84.270018
01/01/2020,04/02/2022,Kentucky,Female,18-29 years,30.0,716.0,33.0,0.0,37.839333,-84.270018
01/01/2020,04/02/2022,Kentucky,Female,30-39 years,93.0,1309.0,89.0,0.0,37.839333,-84.270018
01/01/2020,04/02/2022,Kentucky,Female,40-49 years,258.0,2420.0,275.0,0.0,37.839333,-84.270018
01/01/2020,04/02/2022,Kentucky,Female,50-64 years,1312.0,10049.0,1424.0,20.0,37.839333,-84.270018
01/01/2020,04/02/2022,Kentucky,Female,65-74 years,1719.0,12580.0,1889.0,23.0,37.839333,-84.270018
01/01/2020,04/02/2022,Kentucky,Female,75-84 years,2045.0,15561.0,2133.0,20.0,37.839333,-84.270018
01/01/2020,04/02/2022,Kentucky,Female,85 years and over,2213.0,18073.0,1843.0,18.0,37.839333,-84.270018
01/01/2020,04/02/2022,Louisiana,Male,All Ages,8493.0,66698.0,6831.0,62.0,31.244823,-92.145024
01/01/2020,04/02/2022,Louisiana,Male,Under 1 year,0.0,452.0,0.0,0.0,31.244823,-92.145024
01/01/2020,04/02/2022,Louisiana,Male,0-17 years,12.0,926.0,24.0,0.0,31.244823,-92.145024
01/01/2020,04/02/2022,Louisiana,Male,18-29 years,67.0,2131.0,54.0,0.0,31.244823,-92.145024
01/01/2020,04/02/2022,Louisiana,Male,30-39 years,190.0,2911.0,128.0,0.0,31.244823,-92.145024
01/01/2020,04/02/2022,Louisiana,Male,40-49 years,449.0,4078.0,296.0,0.0,31.244823,-92.145024
01/01/2020,04/02/2022,Louisiana,Male,50-64 years,1923.0,14731.0,1482.0,19.0,31.244823,-92.145024
01/01/2020,04/02/2022,Louisiana,Male,65-74 years,2304.0,15965.0,1908.0,16.0,31.244823,-92.145024
01/01/2020,04/02/2022,Louisiana,Male,75-84 years,2215.0,15034.0,1804.0,13.0,31.244823,-92.145024
01/01/2020,04/02/2022,Louisiana,Male,85 years and over,1333.0,10922.0,1135.0,0.0,31.244823,-92.145024
01/01/2020,04/02/2022,Louisiana,Female,All Ages,7105.0,58273.0,5732.0,64.0,31.244823,-92.145024
01/01/2020,04/02/2022,Louisiana,Female,Under 1 year,0.0,390.0,10.0,0.0,31.244823,-92.145024
01/01/2020,04/02/2022,Louisiana,Female,0-17 years,0.0,654.0,21.0,0.0,31.244823,-92.145024
01/01/2020,04/02/2022,Louisiana,Female,18-29 years,54.0,801.0,48.0,0.0,31.244823,-92.145024
01/01/2020,04/02/2022,Louisiana,Female,30-39 years,152.0,1483.0,119.0,0.0,31.244823,-92.145024
01/01/2020,04/02/2022,Louisiana,Female,40-49 years,310.0,2313.0,213.0,0.0,31.244823,-92.145024
01/01/2020,04/02/2022,Louisiana,Female,50-64 years,1357.0,9417.0,1100.0,16.0,31.244823,-92.145024
01/01/2020,04/02/2022,Louisiana,Female,65-74 years,1650.0,11667.0,1344.0,12.0,31.244823,-92.145024
01/01/2020,04/02/2022,Louisiana,Female,75-84 years,1833.0,14390.0,1491.0,15.0,31.244823,-92.145024
01/01/2020,04/02/2022,Louisiana,Female,85 years and over,1740.0,17548.0,1396.0,11.0,31.244823,-92.145024
01/01/2020,04/02/2022,Maine,Male,All Ages,1263.0,19423.0,1513.0,19.0,45.253783,-69.445469
01/01/2020,04/02/2022,Maine,Male,Under 1 year,0.0,74.0,0.0,0.0,45.253783,-69.445469
01/01/2020,04/02/2022,Maine,Male,0-17 years,0.0,144.0,0.0,0.0,45.253783,-69.445469
01/01/2020,04/02/2022,Maine,Male,18-29 years,0.0,329.0,0.0,0.0,45.253783,-69.445469
01/01/2020,04/02/2022,Maine,Male,30-39 years,13.0,610.0,11.0,0.0,45.253783,-69.445469
01/01/2020,04/02/2022,Maine,Male,40-49 years,46.0,845.0,29.0,0.0,45.253783,-69.445469
01/01/2020,04/02/2022,Maine,Male,50-64 years,242.0,3656.0,221.0,0.0,45.253783,-69.445469
01/01/2020,04/02/2022,Maine,Male,65-74 years,313.0,4299.0,348.0,0.0,45.253783,-69.445469
01/01/2020,04/02/2022,Maine,Male,75-84 years,368.0,4944.0,470.0,0.0,45.253783,-69.445469
01/01/2020,04/02/2022,Maine,Male,85 years and over,275.0,4596.0,427.0,0.0,45.253783,-69.445469
01/01/2020,04/02/2022,Maine,Female,All Ages,1154.0,17543.0,1133.0,22.0,45.253783,-69.445469
01/01/2020,04/02/2022,Maine,Female,Under 1 year,0.0,67.0,0.0,0.0,45.253783,-69.445469
01/01/2020,04/02/2022,Maine,Female,0-17 years,0.0,96.0,0.0,0.0,45.253783,-69.445469
01/01/2020,04/02/2022,Maine,Female,18-29 years,0.0,109.0,0.0,0.0,45.253783,-69.445469
01/01/2020,04/02/2022,Maine,Female,30-39 years,12.0,253.0,10.0,0.0,45.253783,-69.445469
01/01/2020,04/02/2022,Maine,Female,40-49 years,30.0,432.0,29.0,0.0,45.253783,-69.445469
01/01/2020,04/02/2022,Maine,Female,50-64 years,132.0,1991.0,148.0,0.0,45.253783,-69.445469
01/01/2020,04/02/2022,Maine,Female,65-74 years,192.0,3044.0,220.0,0.0,45.253783,-69.445469
01/01/2020,04/02/2022,Maine,Female,75-84 years,332.0,4492.0,327.0,0.0,45.253783,-69.445469
01/01/2020,04/02/2022,Maine,Female,85 years and over,451.0,7126.0,394.0,13.0,45.253783,-69.445469
01/01/2020,04/02/2022,Maryland,Male,All Ages,8045.0,67369.0,7141.0,84.0,39.045755,-76.641271
01/01/2020,04/02/2022,Maryland,Male,Under 1 year,0.0,417.0,0.0,0.0,39.045755,-76.641271
01/01/2020,04/02/2022,Maryland,Male,0-17 years,0.0,677.0,0.0,0.0,39.045755,-76.641271
01/01/2020,04/02/2022,Maryland,Male,18-29 years,56.0,2019.0,54.0,0.0,39.045755,-76.641271
01/01/2020,04/02/2022,Maryland,Male,30-39 years,152.0,2747.0,118.0,0.0,39.045755,-76.641271
01/01/2020,04/02/2022,Maryland,Male,40-49 years,365.0,3479.0,244.0,0.0,39.045755,-76.641271
01/01/2020,04/02/2022,Maryland,Male,50-64 years,1647.0,13505.0,1298.0,19.0,39.045755,-76.641271
01/01/2020,04/02/2022,Maryland,Male,65-74 years,1867.0,14513.0,1686.0,11.0,39.045755,-76.641271
01/01/2020,04/02/2022,Maryland,Male,75-84 years,2141.0,15611.0,2005.0,21.0,39.045755,-76.641271
